Go back to description page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAZONE,INTERMEDIATE GEOGRAPHY CODE,INTERMEDIATE GEOGRAPHY NAME,MULTI-MEMBER WARD CODE,MULTI-MEMBER WARD NAME,SCOTTISH PARLIAMENTARY CONSTITUENCY CODE,SCOTTISH PARLIAMENTARY CONSTITUENCY NAME,LOCAL AUTHORITY CODE,LOCAL AUTHORITY NAME,COMMUNITY HEALTH PARTNERSHIP CODE,COMMUNITY HEALTH PARTNERSHIP NAME,HEALTH BOARD CODE,HEALTH BOARD NAME,SIX-FOLD URBAN RURAL CLASSIFICATION 2008 CODE,SIX-FOLD URBAN RURAL CLASSIFICATION 2008,"OVERALL 
SIMD
RANK 2009 V2","VIGINTILE
(SIMD 2009 V2)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2009 V2)","INCOME 
DOMAIN 
RANK 2009 V2","EMPLOYMENT 
DOMAIN
RANK 2009","HEALTH
DOMAIN
RANK 2009","EDUCATION
DOMAIN
RANK 2009","HOUSING
DOMAIN
RANK 2009","GEOGRAPHIC ACCESS
DOMAIN
RANK 2009","CRIME
DOMAIN
RANK 2009",TOTAL POPULATION (SAPE 2007),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2007)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2009 V2)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2009)","OVERALL 
SIMD
RANK 2006","VIGINTILE
(SIMD 2006)",DATAZONE IN THE 15% MOST DEPRIVED? (SIMD 2006),"CURRENT INCOME 
DOMAIN 
RANK 2006","EMPLOYMENT 
DOMAIN
RANK 2006","HEALTH
DOMAIN
RANK 2006","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2006","HOUSING
DOMAIN
RANK 2006","GEOGRAPHIC ACCESS TO SERVICES
DOMAIN
RANK 2006","CRIME
DOMAIN
RANK 2006",TOTAL POPULATION (SAPE 2004),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(SAPE 2004)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2006)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2006)","OVERALL 
SIMD
RANK 2004","VIGINTILE
(SIMD 2004)","DATAZONE IN THE 15% MOST DEPRIVED?
(SIMD 2004)","CURRENT INCOME 
DOMAIN 
RANK 2004","EMPLOYMENT 
DOMAIN
RANK 2004","HEALTH
DOMAIN
RANK 2004","EDUCATION, SKILLS AND TRAINING
DOMAIN
RANK 2004","HOUSING
DOMAIN
RANK 2004","GEOGRAPHIC ACCESS AND TELECOMMUNICATIONS
DOMAIN
RANK 2004",TOTAL POPULATION (CENSUS 2001),"WORKING AGE POPULATION (MEN 16-64, WOMEN 16-59)
(CENSUS 2001)","NUMBER OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF INCOME DEPRIVED PEOPLE
(SIMD 2004)","NUMBER OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)","PERCENTAGE OF EMPLOYMENT DEPRIVED PEOPLE
(SIMD 2004)"
S01002612,S02000491,"Fife - Crossford, Charleston and Limekilns",1601,Fife - West Fife and Coastal Villages,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,5119,16,No,5144,4696,5874,6019,5404,973,5763,735,391,40,6.0,20,6.0,5262,17,No,4950,5197,5235,6042,5404,1417,5087,763,437,40,5.2,24,5.5,5390,17,No,5179,5036.5,5521,5065,5404,2127,762,449,34,4.5,28,6.2
S01002613,S02000508,Fife - Aberdour and Auchtertool,1606,Fife - Inverkeithing and Dalgety Bay,22,Dunfermline East,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,5476,17,No,5624,5686,6148,6007,5570,875,4851,882,503,40,4.0,20,4.0,5154,16,No,5246,5353,5610,6040,5570,749,5110,888,506,39,4.4,26,5.1,5617,18,No,5337,5478,5046,6119,5570,1819,904,527,36,4,27,5.1
S01002614,S02000508,Fife - Aberdour and Auchtertool,1606,Fife - Inverkeithing and Dalgety Bay,22,Dunfermline East,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,5216,17,No,5656,4750,5550,5920,5500,1103,4592,949,539,40,4.0,30,6.0,4863,15,No,5273,5028,5557,5730,5500,965,1797,949,547,41,4.3,32,5.9,6032,19,No,5262,5349,5309,5567,5500,4591,943,550,40,4.2,30,5.5
S01002615,S02000490,Fife - Cairneyhill and Crombie,1601,Fife - West Fife and Coastal Villages,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,3222,10,No,3493,3732,3799,2692,4810,653,3875,593,384,70,12.0,30,8.0,3405,11,No,3888,3246.5,3655,3892,4810,701,4191,567,348,50,8.8,38,10.9,3834,12,No,4409.5,3282,3665,4336,4810,1193,564,366,40,7.1,42,11.5
S01002616,S02000492,Fife - Dunfermline Pitcorthie West,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,5355,17,No,5204,5215,6371,5400,6344,1130,6127,631,378,30,5.0,15,5.0,5934,19,No,6297,5986.5,6372,6001,6344,885,6035,656,415,11,1.7,15,3.6,6031,19,No,6434,5746,5866,6062,6344,1282,633,407,5,0.8,18,4.4
S01002617,S02000501,"Fife - Valleyfield, Culross and Torryburn",1601,Fife - West Fife and Coastal Villages,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,890,3,Yes,857,606,1543,1211,2645,2076,2814,871,542,250,29.0,130,24.0,992,4,No,1116,604,2023,1118,2645,1781,2700,878,533,212,24.1,141,26.5,1141,4,No,1233,772,1957,1165,2645,3139,940,558,229,24.4,146,26.2
S01002618,S02000500,Fife - Burntisland West,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,848,3,Yes,703,810,1908,737,2954,2262,1592,858,553,265,31.0,125,22.0,994,4,No,694,694,2611,1404,2954,2284,2730,859,525,248,28.9,134,25.5,1047,4,No,668,815.5,1923,1917,2954,3763,793,485,253,31.9,125,25.8
S01002619,S02000492,Fife - Dunfermline Pitcorthie West,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,4803,15,No,4411,4331,5206,3398,6024,3865,3887,789,501,65,8.0,35,7.0,4878,15,No,4612,4392,5273,3731,6024,3985,2692,811,509,51,6.3,38,7.5,4902,16,No,4887,4102.5,4645,4118,6024,3070,789,493,43,5.4,43,8.7
S01002620,S02000500,Fife - Burntisland West,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,2309,8,No,1903,2058,1987,3027,2084,6128,1690,813,502,160,20.0,70,14.0,1794,6,No,1316,1299.5,2103,3878,2084,5436,1844,776,456,172,22.2,93,20.4,2441,8,No,1982,1630.5,2430,5171,2084,5292,826,488,151,18.3,94,19.3
S01002621,S02000493,Fife - Dunfermline East and Pitcorthie East,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,5948,19,No,5920,6227,6087,5539,6201.5,1399,6036,577,374,20,3.0,5,2.0,5575,18,No,5642,6135,6480,5339,6201.5,886,4470,598,415,20,3.3,13,3.1,5622,18,No,6433,6234,5605,4610,6201.5,787,630,447,5,0.8,13,2.9
S01002622,S02000493,Fife - Dunfermline East and Pitcorthie East,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,5412,17,No,5059,5795,5702,5408,6227,1283,5364,5219,3450,305,6.0,125,4.0,5615,18,No,5536.5,6014,5993,5559,6227,1078,5107,3200,2159,116,3.6,76,3.5,5771,18,No,5915,5427.5,6306,5882,6227,1224,903,627,22,2.4,33,5.3
S01002623,S02000493,Fife - Dunfermline East and Pitcorthie East,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,5625,18,No,5559,5868,5661,4800,5573,1526,6343,1589,1104,70,4.0,35,3.0,5705,18,No,5908,6062,5850,5192,5573,1026,6314,1445,1008,39,2.7,34,3.4,5399,17,No,5996,5794.5,5780,5214,5573,705,684,465,15,2.2,20,4.3
S01002624,S02000492,Fife - Dunfermline Pitcorthie West,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,5966,19,No,6173,5284,5483,5746,6186,2575,5294,724,454,20,2.0,20,5.0,5828,18,No,5689,5566,5297,5877,6186,2013,5204,746,472,24,3.2,22,4.7,5996,19,No,6310,5805.5,4076,5517,6186,2649,782,517,10,1.3,22,4.3
S01002625,S02000493,Fife - Dunfermline East and Pitcorthie East,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,5448,17,No,5851,4902,5773,5259,5978,1733,4368,858,573,30,3.0,30,5.0,5283,17,No,5599.5,4874,5436,5760,5978,1215,5072,930,643,32,3.4,40,6.2,5571,18,No,5870,5380,5584,5170,5978,1382,983,688,25,2.5,37,5.4
S01002626,S02000496,Fife - Dunfermline Brucefield,1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,1206,4,No,1144,1168,1914,518,2683.5,4538,2577,755,430,195,26.0,85,19.0,1494,5,No,1541,1330,1931,917,2683.5,4736,1995,775,441,158,20.4,89,20.2,2127,7,No,2091,2002.5,2562,1297,2683.5,4862,759,450,134,17.7,77,17.1
S01002627,S02000491,"Fife - Crossford, Charleston and Limekilns",1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,5451,17,No,5775,5843,6063,4760,5747,891,6477,983,642,40,4.0,20,3.0,5895,19,No,6378,6137,6058,5533,5747,891,6430,1009,703,14,1.4,22,3.1,6151,19,No,6292.5,5652,5892,5238,5747,2554,1064,725,14,1.3,34,4.7
S01002628,S02000490,Fife - Cairneyhill and Crombie,1601,Fife - West Fife and Coastal Villages,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,5834,18,No,5620,5710,5545,5454,6016,2041,6256,809,537,35,4.0,20,4.0,5671,18,No,5813,5602,4954,5477,6016,1630,5958,825,546,24,2.9,25,4.6,6054,19,No,5692,5711,5457,4979,6016,3305,805,531,24,3,24,4.5
S01002629,S02000492,Fife - Dunfermline Pitcorthie West,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,5323,17,No,4952,4588,5737,5226,5481,4191,2185,869,554,55,6.0,30,6.0,5347,17,No,5605,5564.5,5861,4282,5481,4055,603,903,579,31,3.4,27,4.7,5936,19,No,5659,5418,4354,4924,5481,4816,821,549,25,3,29,5.3
S01002630,S02000500,Fife - Burntisland West,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,3625,12,No,3158,2942,4091,3597,3495,4692,2328,659,358,90,13.0,40,11.0,3440,11,No,3282,2282,3713,4410,3495,4116,3235,614,345,69,11.2,51,14.8,3418,11,No,2875,3062,2977,3424,3495,4820,638,373,85,13.3,46,12.3
S01002631,S02000490,Fife - Cairneyhill and Crombie,1601,Fife - West Fife and Coastal Villages,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,4965,16,No,5121,4132,5412,4424,5632,2022,5388,727,452,40,6.0,35,7.0,5412,17,No,5331,5255.5,5516,4513,5632,1870,5965,719,467,30,4.2,25,5.4,5832,18,No,5805,5635.5,5208,4735,5632,2581,741,487,20,2.7,23,4.7
S01002632,S02000494,Fife - Dunfermline Abbeyview South,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,4221,13,No,4448,3865,3514,2942,4134.5,2921,5316,604,399,50,8.0,30,8.0,4036,13,No,5382,3499.5,2995,2772,4134.5,2291,4767,594,409,24,4.0,41,10.0,4148,13,No,5065,3813.5,3799,3337,4134.5,1576,596,414,29,4.9,40,9.7
S01002633,S02000494,Fife - Dunfermline Abbeyview South,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,3784,12,No,4069,3575,3240,2613,3296,3165,3519,937,611,90,9.0,50,9.0,3689,12,No,3796,4016.5,3240,3223,3296,1476,4356,980,638,89,9.1,54,8.5,3864,12,No,4872,3555,4254,2815,3296,1361,1000,657,55,5.5,69,10.5
S01002634,S02000507,Fife - Kinghorn,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,5,Accessible Rural,5361,17,No,5043,4629,5642,5670,5980,2404,4983,818,463,50,6.0,25,6.0,5252,17,No,4577,4963.5,5608,6061,5980,1841,4929,811,484,52,6.4,29,6.0,5889,19,No,4656,4830.5,5771,6311,5980,4953,781,458,49,6.3,31,6.8
S01002635,S02000495,Fife - Burntisland East,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,5325,17,No,5138,4784,5565,5051,5474,2317,4905,590,335,35,6.0,20,6.0,5084,16,No,4977,4041,5547,5790,5474,2242,4556,582,334,30,5.2,28,8.4,5095,16,No,5597,4037,4554,5660,5474,2076,594,347,19,3.2,31,8.9
S01002636,S02000495,Fife - Burntisland East,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,3545,11,No,3291,3205,4851,3262,4517.5,2003,2891,572,322,70,13.0,35,10.0,4079,13,No,4147,3466,4729,3897,4517.5,1855,4026,572,315,45,7.9,32,10.2,4377,14,No,3580,3968.5,4442,3935,4517.5,4143,562,327,58,10.3,30,9.2
S01002637,S02000494,Fife - Dunfermline Abbeyview South,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,2296,8,No,2398,2099,2794,1547,2594.5,3238,2853,755,446,130,17.0,65,14.0,2518,8,No,2686.5,2344.5,2802,2023,2594.5,2077,3724,795,471,109,13.7,68,14.4,2684,9,No,2893,2583,2883,1842,2594.5,3045,800,481,106,13.3,69,14.3
S01002638,S02000497,Fife - Dunfermline Abbeyview North,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,1891,6,No,2297,1545,3835,722,1879,3223,3370,741,421,130,17.0,75,17.0,1302,5,No,1759,1554,2816,363,1879,2620,482,857,493,162,18.9,92,18.7,1106,4,No,937,1577,1117,543,1879,5081,790,442,220,27.8,87,19.7
S01002639,S02000499,Fife - Dunfermline Central,1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,5592,18,No,5466,5408,5016,5882,6311,2312,3644,951,603,45,5.0,25,4.0,5823,18,No,5466,5435,4480,5994,6311,3020,5393,995,629,38,3.8,31,4.9,5647,18,No,5141,5377,4703,5869,6311,2561,1023,650,47,4.6,35,5.4
S01002640,S02000495,Fife - Burntisland East,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,5389,17,No,5383,5009,6080,4121,4356,2714,4383,702,444,30,5.0,25,5.0,5149,16,No,4780,4678,6070,4341,4356,2949,3801,750,505,43,5.7,34,6.7,5598,18,No,5409,4911,5187,4840,4356,3813,765,503,29,3.8,33,6.6
S01002641,S02000490,Fife - Cairneyhill and Crombie,1601,Fife - West Fife and Coastal Villages,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,5206,17,No,5240,4897,4786,4377,6147,2266,5530,927,627,50,5.0,35,5.0,4966,16,No,5451,4393,4525,4297,6147,2086,4849,931,630,36,3.9,47,7.5,5241,17,No,5175,4817,4876,4522,6147,2476,961,662,43,4.5,45,6.8
S01002642,S02000496,Fife - Dunfermline Brucefield,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,1976,7,No,1944,1294,2412,1872,4039,5483,3436,607,367,115,19.0,70,19.0,2072,7,No,2270,1618,1913,1828,4039,4835,2463,605,339,95,15.7,62,18.3,2352,8,No,2680.5,1951,1304,2140,4039,6148,573,299,82,14.3,52,17.4
S01002643,S02000496,Fife - Dunfermline Brucefield,1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,1003,4,No,1319,449,1591,1195,4989,6164,946,465,273,110,24.0,70,26.0,1526,5,No,1948,1104,1954,1060,4989,6083,660,487,283,86,17.7,62,21.9,1652,6,No,1676,1121,1486,1793,4989,6187,521,304,107,20.5,70,23
S01002644,S02000495,Fife - Burntisland East,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,4128,13,No,3405,4036,5652,3378,5023,1701,5412,797,462,95,12.0,35,8.0,3935,13,No,3397,3255,5642,4572,5023,1490,5159,803,460,86,10.7,50,10.9,3774,12,No,3536,3042,3718,5021,5023,2006,761,428,80,10.5,53,12.4
S01002645,S02000494,Fife - Dunfermline Abbeyview South,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,1661,6,No,1764,1188,3433,1131,836,4629,2041,565,339,115,21.0,65,19.0,1858,6,No,2194,1427,3508,1556,836,2117,2812,575,345,93,16.2,67,19.4,1696,6,No,2521,1573,2077,1316,836,2009,652,370,99,15.2,73,19.7
S01002646,S02000496,Fife - Dunfermline Brucefield,1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,4329,14,No,3756,4048,4039,2661,2961,5901,4749,645,450,65,11.0,35,8.0,4505,14,No,4052,4102.5,4113,2956,2961,6010,4285,672,462,55,8.2,38,8.2,4271,14,No,3912,3685,4104,3194,2961,6124,659,445,59,9,45,10.1
S01002647,S02000501,"Fife - Valleyfield, Culross and Torryburn",1601,Fife - West Fife and Coastal Villages,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,571,2,Yes,1000,339,1566,139,1502,2722,3724,848,479,235,27.0,135,28.0,493,2,Yes,853,314,1151,213,1502,2280,1987,874,511,236,27.0,157,30.7,519,2,Yes,865,412,984,118,1502,4389,939,520,269,28.6,160,30.8
S01002648,S02000498,Fife - Crossgates and Halbeath,1608,Fife - Cowdenbeath,22,Dunfermline East,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,4294,14,No,4965,3790,3869,4431,5008.5,1947,2027,843,572,50,6.0,45,8.0,4462,14,No,4800,3797,4624,4302,5008.5,2184,2625,793,535,45,5.7,49,9.2,4873,15,No,5139,4483,4890,3781,5008.5,2156,760,534,35,4.6,41,7.7
S01002649,S02000497,Fife - Dunfermline Abbeyview North,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,1639,6,No,1821,2127,2816,448,1597,4358,866,724,415,145,20.0,60,14.0,1183,4,No,1193,1338,2403,552,1597,2498,1293,816,452,190,23.3,91,20.1,1448,5,No,1014,1841.5,2611,1248,1597,2424,847,465,227,26.8,84,18.1
S01002650,S02000491,"Fife - Crossford, Charleston and Limekilns",1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,6225,20,No,6365,6257,6164,6176,5864,1628,6457,684,388,10,2.0,10,2.0,6031,19,No,6374,5662.5,5806,5967,5864,1665,5255,711,427,10,1.4,19,4.4,6406,20,No,6083,6170,4945,5910,5864,4858,673,412,13,1.9,13,3.2
S01002651,S02000497,Fife - Dunfermline Abbeyview North,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,1548,5,No,1712,1414,2655,732,2389,3014,2688,639,404,135,21.0,75,18.0,1739,6,No,1557,1868,2191,1768,2389,2290,2023,632,395,128,20.3,67,17.0,2221,7,No,1891,2102,3386,1651,2389,4120,667,373,126,18.9,62,16.6
S01002652,S02000496,Fife - Dunfermline Brucefield,1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,5238,17,No,4619,4551,5606,4397,4889,4279,4240,691,433,50,7.0,30,6.0,5012,16,No,4444,4407,4917,4892,4889,3579,4184,716,458,49,6.8,34,7.4,5468,17,No,5266,4764,4345,5030,4889,4355,733,475,31,4.2,33,6.9
S01002653,S02000502,Fife - Dunfermline Touch and Woodmill,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,2282,8,No,2162,2620,2567,1283,2417,2882,3604,731,439,130,18.0,55,12.0,2491,8,No,2423,2762.5,3081,1979,2417,2365,1475,721,455,108,15.0,58,12.7,3202,10,No,2737,3843,2737,1800,2417,5659,762,469,107,14,45,9.6
S01002654,S02000507,Fife - Kinghorn,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,5,Accessible Rural,2246,7,No,1862,1855,2887,1892,3917,5040,3082,770,441,155,20.0,70,15.0,2547,8,No,1795,2073,3158,3102,3917,4885,3277,766,454,143,18.7,72,15.9,2431,8,No,2090,1850,2628,2303,3917,6409,725,422,128,17.7,76,18
S01002655,S02000497,Fife - Dunfermline Abbeyview North,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,319,1,Yes,338,385,934,60,1193,4577,568,826,492,310,38.0,135,27.0,395,2,Yes,582,332,1377,159,1193,2839,232,785,469,241,30.7,143,30.5,617,2,Yes,643,649,1611,417,1193,1927,817,477,264,32.3,131,27.5
S01002656,S02000497,Fife - Dunfermline Abbeyview North,1604,Fife - Dunfermline South,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,601,2,Yes,971,245,1366,661,632,5172,783,691,418,190,28.0,125,30.0,534,2,Yes,696,296,1246,1027,632,2433,457,801,456,231,28.8,142,31.1,692,3,Yes,882,870,967,669,632,1538,1095,633,312,28.5,160,25.3
S01002657,S02000507,Fife - Kinghorn,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,5,Accessible Rural,4436,14,No,3968,3572,4304,4683,4666,3462,3980,810,498,80,10.0,45,9.0,4193,13,No,3936,3241,4075,5312,4666,2784,3597,820,484,71,8.7,53,11.0,4264,14,No,3466,3007,3794,5926,4666,5742,815,471,88,10.8,59,12.5
S01002658,S02000499,Fife - Dunfermline Central,1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,3673,12,No,3726,3128,2862,5006,3038,5510,636,1144,793,125,11.0,80,10.0,3809,12,No,4248,3167,3437,5277,3038,5706,230,1015,680,76,7.5,76,11.2,4145,13,No,3778,3370,2849,5466,3038,5232,1004,691,95,9.5,77,11.1
S01002659,S02000491,"Fife - Crossford, Charleston and Limekilns",1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,5,Accessible Rural,5207,17,No,5438,5157,5235,5017,6119,1460,3862,911,533,45,5.0,25,5.0,5557,18,No,5318,5726.5,6151,5710,6119,1725,2637,905,535,38,4.2,23,4.3,5863,19,No,5514,5220,5909,5501,6119,2519,929,555,32,3.4,32,5.8
S01002660,S02000502,Fife - Dunfermline Touch and Woodmill,1603,Fife - Dunfermline Central,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,2,Other Urban Areas,1679,6,No,2015,1536,2313,1170,2740.5,2841,1211,836,512,155,19.0,85,17.0,1572,5,No,1737,1701,2619,990,2740.5,2654,620,885,555,169,19.1,99,17.8,1334,5,No,1217,1435,2074,863,2740.5,2793,943,579,231,24.5,120,20.7
S01002661,S02000506,Fife - Kincardine,1601,Fife - West Fife and Coastal Villages,23,Dunfermline West,250,Fife,S03000006,Dunfermline & West Fife Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,3056,10,No,3003,2258,3812,2888,3149,3490,3504,871,507,125,14.0,70,13.0,2766,9,No,2838,2323.5,3424,2058,3149,4241,1939,859,515,112,13.0,75,14.6,3149,10,No,2979,2115,3644,3252,3149,5828,872,519,112,12.8,86,16.6
S01002662,S02000500,Fife - Burntisland West,1610,"Fife - Burntisland, Kinghorn and Western Kirkcaldy",52,Kirkcaldy,250,Fife,S03000008,Kirkcaldy & Levenmouth Community Health Partnership,S08000004,Fife,3,Accessible Small Towns,2675,9,No,2813,2613,4092,2535,2719,1058,2579,923,514,135,15.0,60,12.0,2742,9,No,3043,2163,3863,3436,2719,1157,3080,808,462,98,12.1,71,15.4,3213,10,No,4095.5,2833,3410,2058,2719,2363,814,468,67,8.2,62,13.2
